,Name,Platform,Year,Genre,Publisher,Sales,region
5258,Football Manager Handheld 2010,PSP,2009,Sports,Sega,0.0,JP
5259,J-League Pro Soccer Club o Tsukurou!,DC,1999,Sports,Sega,0.36,JP
5260,Wonder Pets! Save the Animals!,DS,2008,Adventure,Take-Two Interactive,0.0,JP
5263,CSI: Deadly Intent - The Hidden Cases,DS,2009,Adventure,Ubisoft,0.0,JP
5264,SOCOM: Tactical Strike,PSP,2007,Shooter,Sony Computer Entertainment,0.0,JP
5265,Blasto,PS,1998,Action,Sony Computer Entertainment,0.0,JP
5266,Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo,0.03,JP
5267,Backyard Baseball 2006,GBA,2005,Sports,Atari,0.0,JP
5268,Dark Souls III,XOne,2016,Role-Playing,Namco Bandai Games,0.0,JP
5270,Nicktoons: Unite!,GC,2005,Adventure,THQ,0.0,JP
5271,Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,0.19,JP
5272,Picross 2,GB,1996,Puzzle,Nintendo,0.35,JP
5273,Remember Me,PS3,2013,Action,Capcom,0.0,JP
5274,Battalion Wars 2,Wii,2007,Strategy,Nintendo,0.08,JP
5276,SpongeBob's Boating Bash,Wii,2010,Misc,THQ,0.0,JP
5277,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,Namco Bandai Games,0.35,JP
5278,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010,Sports,Sega,0.0,JP
5280,Mini Ninjas,PS3,2009,Action,Eidos Interactive,0.0,JP
5281,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,0.01,JP
5282,Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,0.0,JP
5283,Disney's Tarzan: Return to the Jungle,GBA,2002,Action,Activision,0.0,JP
5285,Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.0,JP
5286,Jikkyou Powerful Pro Yakyuu 13,PS2,2006,Sports,Konami Digital Entertainment,0.35,JP
5287,Fossil Fighters: Frontier,3DS,2014,Role-Playing,Nintendo,0.23,JP
5288,Star Fox: Zero,WiiU,2016,Shooter,Nintendo,0.07,JP
5290,Mini Ninjas,DS,2009,Action,Eidos Interactive,0.0,JP
5291,Stunt Race FX,SNES,1993,Racing,Nintendo,0.35,JP
5293,WWE Crush Hour,PS2,2003,Racing,THQ,0.0,JP
5295,Star Wars: Flight of the Falcon,GBA,2003,Action,THQ,0.0,JP
5296,One Piece: Gigant Battle 2 Shin Sekai,DS,2011,Fighting,Namco Bandai Games,0.35,JP
5297,Pac-Man All-Stars,PS3,2011,Fighting,Namco Bandai Games,0.04,JP
5298,Def Jam Rapstar,Wii,2010,Misc,Konami Digital Entertainment,0.0,JP
5299,SimCity Creator,DS,2008,Simulation,Electronic Arts,0.0,JP
5300,Hannah Montana: The Movie,Wii,2009,Adventure,Disney Interactive Studios,0.0,JP
5301,Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.0,JP
5303,Mega Man ZX Advent,DS,2007,Platform,Capcom,0.09,JP
5304,Jikkyou Powerful Pro Yakyuu 2000,N64,2000,Sports,Konami Digital Entertainment,0.29,JP
5306,Racquet Sports,PS3,2010,Sports,Ubisoft,0.0,JP
5307,Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,0.0,JP
5308,Supreme Commander 2,X360,2010,Strategy,Square Enix,0.0,JP
5309,Resident Evil: Dead Aim,PS2,2003,Action,Capcom,0.0,JP
5310,Need for Speed Carbon,GC,2006,Racing,Electronic Arts,0.0,JP
5311,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003,Action,THQ,0.0,JP
5312,SpongeBob SquarePants: The Yellow Avenger,DS,2005,Action,THQ,0.0,JP
5313,The Fairly Odd Parents: Shadow Showdown,PS2,2004,Platform,THQ,0.0,JP
5314,Saban's Power Rangers: Lightspeed Rescue,PS,2000,Action,THQ,0.0,JP
5315,Xbox Music Mixer,XB,2003,Misc,Microsoft Game Studios,0.0,JP
5316,WWE All Stars,X360,2011,Fighting,THQ,0.0,JP
5317,The Shoot,PS3,2010,Shooter,Sony Computer Entertainment,0.01,JP
5318,College Hoops 2K8,PS2,2007,Sports,Take-Two Interactive,0.0,JP
5319,Guitar Hero: Metallica,PS2,2009,Misc,Activision,0.0,JP
5321,MotoGP 08,X360,2008,Racing,Capcom,0.0,JP
5322,Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010,Strategy,Konami Digital Entertainment,0.14,JP
5323,Enemy Territory: Quake Wars,PS3,2008,Shooter,Activision,0.0,JP
5324,Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft,0.0,JP
5325,From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001,Role-Playing,Namco Bandai Games,0.32,JP
5328,Karaoke Revolution,PS2,2003,Misc,Konami Digital Entertainment,0.0,JP
5329,NFL Street,GC,2004,Sports,Electronic Arts,0.0,JP
5333,Jikkyou Powerful Pro Yakyuu 7,PS2,2000,Sports,Konami Digital Entertainment,0.35,JP
5335,EverGrace,PS2,2000,Role-Playing,Ubisoft,0.15,JP
5336,Def Jam Icon,X360,2007,Action,Electronic Arts,0.0,JP
5338,Street Fighter Alpha: Warriors' Dreams,SAT,1996,Fighting,Capcom,0.35,JP
5339,Rugrats: Royal Ransom,PS2,2002,Platform,THQ,0.0,JP
5340,Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010,Adventure,Disney Interactive Studios,0.0,JP
5341,MLB 06: The Show,PSP,2006,Sports,Sony Computer Entertainment,0.0,JP
5343,Over the Hedge,GC,2006,Platform,Activision,0.0,JP
5344,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai Games,0.15,JP
5345,Just Dance 2016,PS4,2015,Misc,Ubisoft,0.0,JP
5347,Pirates of the Caribbean: At World's End,DS,2007,Action,Disney Interactive Studios,0.01,JP
5348,UEFA Euro 2008 Austria-Switzerland,X360,2008,Sports,Electronic Arts,0.0,JP
5349,Kurushi Final: Mental Blocks,PS,1998,Puzzle,Sony Computer Entertainment,0.32,JP
5350,Style Lab: Jewelry Design,DS,2009,Simulation,Ubisoft,0.0,JP
5352,SD Gundam G Generation World,PSP,2011,Strategy,Namco Bandai Games,0.34,JP
5353,LEGO Pirates of the Caribbean: The Video Game,PSP,2011,Action,Disney Interactive Studios,0.0,JP
5354,The Wild Thornberrys Movie,GBA,2002,Platform,THQ,0.0,JP
5355,High School Musical 3: Senior Year DANCE!,PS2,2008,Misc,Disney Interactive Studios,0.0,JP
5357,SoulCalibur,DC,1999,Fighting,Namco Bandai Games,0.34,JP
5359,Etrian Odyssey,DS,2007,Role-Playing,Nintendo,0.09,JP
5360,Conan,PS3,2007,Action,THQ,0.0,JP
5361,Classic NES Series: Ice Climber,GBA,2004,Platform,Nintendo,0.2,JP
5362,Skylanders: Trap Team,XOne,2014,Action,Activision,0.0,JP
5363,Avatar: The Last Airbender - The Burning Earth,DS,2007,Action,THQ,0.0,JP
5365,Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.02,JP
5366,Freeway,2600,1980,Action,Activision,0.0,JP
5367,Driver 2 Advance,GBA,2002,Action,Atari,0.0,JP
5369,Iron Man 2,DS,2010,Action,Sega,0.0,JP
5371,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Adventure,Disney Interactive Studios,0.0,JP
5372,Iron Storm,SAT,1995,Shooter,Sega,0.34,JP
5373,Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,0.0,JP
5374,MotorStorm: Arctic Edge,PS2,2009,Racing,Sony Computer Entertainment,0.0,JP
5375,The Fairly Odd Parents: Shadow Showdown,GBA,2004,Platform,THQ,0.0,JP
5379,Hitman: Contracts,XB,2004,Shooter,Eidos Interactive,0.0,JP
5380,Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,0.0,JP
5382,Frostbite,2600,1983,Action,Activision,0.0,JP
5383,LEGO Marvel's Avengers,X360,2016,Action,Warner Bros. Interactive Entertainment,0.0,JP
5384,Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios,0.0,JP
5385,Power Rangers Samurai,Wii,2011,Action,Namco Bandai Games,0.0,JP
5386,WWE Day of Reckoning 2,GC,2005,Fighting,THQ,0.0,JP
5388,The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts,0.0,JP
5390,The Adventures of Tintin: The Game,Wii,2011,Action,Ubisoft,0.0,JP
5391,Bee Movie Game,Wii,2007,Action,Activision,0.0,JP
5392,Silent Hill HD Collection,PS3,2012,Action,Konami Digital Entertainment,0.03,JP
5396,Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,0.0,JP
5397,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft,0.0,JP
5399,MX vs. ATV Untamed,Wii,2008,Racing,THQ,0.0,JP
5401,Football Manager Handheld 2008,PSP,2007,Sports,Sega,0.0,JP
5403,Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0.0,JP
5404,MVP 06 NCAA Baseball,XB,2006,Sports,Electronic Arts,0.0,JP
5406,Point Blank,PS,1997,Shooter,Sony Computer Entertainment,0.23,JP
5409,Rayman Legends,XOne,2014,Platform,Ubisoft,0.0,JP
5411,Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix,0.16,JP
5413,Tiny Tank,PS,1998,Action,Sony Computer Entertainment,0.0,JP
5415,Spy Hunter,XB,2002,Racing,Midway Games,0.0,JP
5416,Angry Birds Star Wars,3DS,2013,Strategy,Activision,0.0,JP
5417,Imagine: Movie Star,DS,2008,Simulation,Ubisoft,0.0,JP
5418,NHL 09,PS3,2008,Sports,Electronic Arts,0.0,JP
5419,Zoo Tycoon (2013),XOne,2013,Simulation,Microsoft Game Studios,0.0,JP
5420,Herbie: Fully Loaded,GBA,2005,Racing,Disney Interactive Studios,0.0,JP
5421,The Sims 3: Town Life Stuff,PC,2011,Simulation,Electronic Arts,0.0,JP
5422,Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,0.0,JP
5423,Pony Friends 2,DS,2009,Simulation,Eidos Interactive,0.0,JP
5424,Disney Sing It: Pop Hits,PS2,2009,Misc,Disney Interactive Studios,0.0,JP
5425,Buzz! The Ultimate Music Quiz,PS3,2010,Misc,Sony Computer Entertainment,0.0,JP
5427,The Eye of Judgment,PS3,2007,Misc,Sony Computer Entertainment,0.02,JP
5428,Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios,0.0,JP
5429,Modnation Racers: Road Trip,PSV,2012,Racing,Sony Computer Entertainment,0.0,JP
5430,Dynasty Warriors: Gundam 2,PS2,2008,Action,Namco Bandai Games,0.25,JP
5431,Power Rangers Samurai,DS,2011,Action,Namco Bandai Games,0.0,JP
5432,Fade to Black,PS,1996,Action,Electronic Arts,0.0,JP
5433,MXRider,PS2,2001,Racing,Atari,0.0,JP
5434,Avatar: The Last Airbender,DS,2006,Adventure,THQ,0.0,JP
5435,Battlefield: Hardline,X360,2015,Shooter,Electronic Arts,0.0,JP
5441,Ninja Blade,X360,2009,Action,Microsoft Game Studios,0.02,JP
5442,Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,Ubisoft,0.0,JP
5443,Transformers: Revenge of the Fallen (DS Versions),DS,2009,Action,Activision,0.0,JP
5444,Fracture,X360,2008,Shooter,LucasArts,0.0,JP
5446,Pandora's Tower,Wii,2011,Role-Playing,Nintendo,0.08,JP
5447,Binary Domain,PS3,2012,Action,Sega,0.14,JP
5449,Beyond Good & Evil,PS2,2003,Adventure,Ubisoft,0.0,JP
5450,Banjo-Kazooie: Grunty's Revenge,GBA,2003,Platform,THQ,0.0,JP
5451,Bomberman World,PS,1998,Puzzle,Sony Computer Entertainment,0.22,JP
5453,Digimon World: Dawn / Dusk,DS,2007,Role-Playing,Namco Bandai Games,0.18,JP
5454,Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,0.02,JP
5455,Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft,0.0,JP
5456,Virtua Tennis 2009,X360,2009,Sports,Sega,0.0,JP
5457,Deathtrap Dungeon,PS,1998,Action,Eidos Interactive,0.0,JP
5458,Tales of the World: Radiant Mythology 2,PSP,2009,Role-Playing,Namco Bandai Games,0.33,JP
5459,Wipeout 2,Wii,2011,Misc,Activision,0.0,JP
5460,Iron Man 2,Wii,2010,Action,Sega,0.0,JP
5461,Ape Escape Academy,PSP,2004,Misc,Sony Computer Entertainment,0.0,JP
5462,The Darkness II,PS3,2012,Shooter,Take-Two Interactive,0.0,JP
5463,SingStar Take That,PS3,2009,Misc,Sony Computer Entertainment,0.0,JP
5464,Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,0.0,JP
5465,Ultimate Marvel vs. Capcom 3,PSV,2011,Fighting,Capcom,0.0,JP
5466,WWE Wrestlemania XIX,GC,2003,Fighting,THQ,0.0,JP
5467,Planet Puzzle League,DS,2007,Puzzle,Nintendo,0.16,JP
5468,The Sims 2,GC,2005,Simulation,Electronic Arts,0.0,JP
5470,Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,0.0,JP
5473,Klonoa 2: Lunatea's Veil,PS2,2001,Platform,Sony Computer Entertainment,0.08,JP
5474,Deus Ex: Invisible War,XB,2003,Shooter,Eidos Interactive,0.0,JP
5475,Resonance of Fate,X360,2010,Role-Playing,Sega,0.06,JP
5476,Hell's Kitchen: The Game,Wii,2008,Simulation,Ubisoft,0.0,JP
5477,Disney's Treasure Planet,PS2,2002,Action,Sony Computer Entertainment,0.0,JP
5478,NASCAR Thunder 2002,XB,2001,Racing,Electronic Arts,0.0,JP
5479,Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,0.1,JP
5480,NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,0.0,JP
5481,BeatMania Append GottaMix,PS,1999,Simulation,Konami Digital Entertainment,0.31,JP
5483,Tak 2: The Staff of Dreams,GC,2004,Platform,THQ,0.0,JP
5485,Medal of Honor: Warfighter,PC,2012,Action,Electronic Arts,0.0,JP
5486,Kelly Slater's Pro Surfer,PS2,2002,Sports,Activision,0.0,JP
5487,Shrek SuperSlam,GBA,2005,Action,Activision,0.0,JP
5488,Sonic Boom: Rise of Lyric,WiiU,2014,Action,Sega,0.0,JP
5490,World Stadium 3,PS,1999,Sports,Namco Bandai Games,0.31,JP
5491,Little Deviants,PSV,2011,Platform,Sony Computer Entertainment,0.0,JP
5492,Silent Hill: Downpour,X360,2012,Action,Konami Digital Entertainment,0.0,JP
5493,Extra Bases,GB,1990,Sports,Namco Bandai Games,0.33,JP
5496,Capcom Classics Collection Reloaded,PSP,2006,Misc,Capcom,0.03,JP
5497,Madden NFL 09,DS,2008,Sports,Electronic Arts,0.0,JP
5498,MLB 09: The Show,PS2,2009,Sports,Sony Computer Entertainment,0.0,JP
5499,Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.0,JP
5500,Cool Boarders 2001,PS2,2001,Sports,Sony Computer Entertainment,0.0,JP
5501,Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo,0.09,JP
5502,Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games,0.06,JP
5503,Scooby-Doo! First Frights,PS2,2009,Action,Warner Bros. Interactive Entertainment,0.0,JP
5504,Fight Night Round 3,XB,2006,Fighting,Electronic Arts,0.0,JP
5505,GT Advance Championship Racing,GBA,2001,Racing,THQ,0.0,JP
5506,Way of the Samurai 2,PS2,2003,Action,Capcom,0.23,JP
5507,FIFA Street 3,PS3,2008,Sports,Electronic Arts,0.0,JP
5510,Hatsune Miku: Project Diva Extend,PSP,2011,Misc,Sega,0.33,JP
5511,Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,0.01,JP
5512,Pitfall 3D: Beyond the Jungle,PS,1998,Platform,Activision,0.0,JP
5514,Cabela's Dangerous Hunts 2011,PS3,2010,Sports,Activision,0.0,JP
5516,Clock Tower 3,PS2,2002,Adventure,Capcom,0.12,JP
5519,Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,0.0,JP
5520,Call Of Duty 2: Big Red One,GC,2005,Shooter,Activision,0.0,JP
5521,Elebits,Wii,2006,Action,Konami Digital Entertainment,0.08,JP
5522,"Warhammer 40,000: Squad Command",PSP,2007,Strategy,THQ,0.0,JP
5526,SSX Blur,Wii,2007,Sports,Electronic Arts,0.0,JP
5527,DiRT 2,PSP,2009,Racing,Sony Computer Entertainment,0.0,JP
5528,Vin Diesel: Wheelman,PS3,2009,Racing,Ubisoft,0.0,JP
5529,SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ,0.0,JP
5531,MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,0.0,JP
5532,The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft,0.0,JP
5533,Parodius,PS,1994,Shooter,Konami Digital Entertainment,0.31,JP
5534,Spy Kids 3-D: Game Over,GBA,2003,Platform,Disney Interactive Studios,0.0,JP
5535,Sakura Wars 3: Paris wa Moeteiru ka,DC,2001,Adventure,Sega,0.33,JP
5537,NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment,0.0,JP
5538,Power Rangers: Ninja Storm,GBA,2003,Misc,THQ,0.0,JP
5539,Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.0,JP
5541,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,Strategy,Namco Bandai Games,0.33,JP
5543,Golden Axe: Beast Rider,X360,2008,Action,Sega,0.0,JP
5544,MySims SkyHeroes,DS,2010,Action,Electronic Arts,0.0,JP
5545,MVP Baseball 2005,GC,2005,Sports,Electronic Arts,0.0,JP
5547,"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,Take-Two Interactive,0.0,JP
5548,Eternal Sonata,X360,2007,Role-Playing,Atari,0.08,JP
5550,EA Playground,DS,2007,Sports,Electronic Arts,0.0,JP
5551,NBA Live 96,PS,1996,Sports,Electronic Arts,0.04,JP
5552,Clash of the Titans,PS3,2010,Action,Namco Bandai Games,0.01,JP
5553,Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,0.05,JP
5554,Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,0.16,JP
5557,Teen Titans,GC,2006,Action,THQ,0.0,JP
5558,Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,0.1,JP
5561,LEGO The Lord of the Rings,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.0,JP
5562,NBA Live 06,GC,2005,Sports,Electronic Arts,0.0,JP
5563,Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,0.0,JP
5565,Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.0,JP
5567,Dr. Mario / Puzzle League,GBA,2005,Puzzle,Nintendo,0.16,JP
5568,Bleach: Shattered Blade,Wii,2006,Fighting,Sega,0.08,JP
5570,Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,0.0,JP
5572,God of War Collection,PSV,2014,Action,Sony Computer Entertainment,0.01,JP
5573,Dead Space 2,PC,2011,Shooter,Electronic Arts,0.0,JP
5574,Def Jam Rapstar,PS3,2010,Misc,Konami Digital Entertainment,0.0,JP
5576,NBA 2K10,PSP,2009,Sports,Take-Two Interactive,0.0,JP
5577,J Stars Victory Vs.,PS3,2014,Fighting,Namco Bandai Games,0.2,JP
5578,The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.0,JP
5579,Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,0.0,JP
5580,Nicktoons: Movin',PS2,2004,Action,THQ,0.0,JP
5581,One Piece: Romance Dawn - Bouken no Yoake,PSP,2012,Fighting,Namco Bandai Games,0.32,JP
5582,Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,0.0,JP
5584,Championship Bass,PS,1999,Sports,Electronic Arts,0.0,JP
5585,Resident Evil: Revelations 2,PS3,2015,Action,Capcom,0.16,JP
5586,Test Drive Unlimited,X360,2006,Racing,Atari,0.02,JP
5587,Golden Axe: Beast Rider,PS3,2008,Action,Sega,0.0,JP
5588,Madden NFL 13,PSV,2012,Sports,Electronic Arts,0.0,JP
5589,Bratz: Girlz Really Rock,DS,2008,Action,THQ,0.0,JP
5590,NCAA Basketball 10,X360,2009,Sports,Electronic Arts,0.0,JP
5595,LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.0,JP
5596,Tekken 6,PSP,2009,Fighting,Namco Bandai Games,0.1,JP
5597,Kinetica,PS2,2001,Racing,Sony Computer Entertainment,0.0,JP
5598,Beautiful Katamari,X360,2007,Puzzle,Namco Bandai Games,0.15,JP
5600,NBA Street V3,XB,2005,Sports,Electronic Arts,0.0,JP
5603,Army of Two: The 40th Day,PSP,2010,Shooter,Electronic Arts,0.0,JP
5606,Batman: Arkham Asylum,PC,2009,Action,Eidos Interactive,0.0,JP
5609,Prey,X360,2006,Shooter,Take-Two Interactive,0.0,JP
5610,Birthday Party Bash,Wii,2009,Misc,Take-Two Interactive,0.0,JP
5611,OverBlood,PS,1996,Action,Electronic Arts,0.21,JP
5612,ESPN X-Games Pro Boarder,PS,1997,Sports,Sony Computer Entertainment,0.0,JP
5613,Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.02,JP
5614,Tony Hawk's American Wasteland,X360,2005,Sports,Activision,0.0,JP
5615,Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft,0.12,JP
5617,Naruto: Ultimate Ninja (JP sales),PS2,2003,Fighting,Atari,0.32,JP
5619,The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0.0,JP
5620,"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive,0.0,JP
5621,TrackMania Turbo,PS4,2016,Action,Ubisoft,0.0,JP
5622,The Biggest Loser,DS,2009,Sports,THQ,0.0,JP
5624,Darkwatch,PS2,2005,Shooter,Ubisoft,0.0,JP
5626,Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,0.0,JP
5627,SimAnimals,Wii,2009,Simulation,Electronic Arts,0.0,JP
5628,Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.0,JP
5629,Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,0.0,JP
5630,Nagano Winter Olympics 98,N64,1997,Sports,Konami Digital Entertainment,0.13,JP
5631,Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft,0.0,JP
5632,Kirby's Block Ball,GB,1995,Puzzle,Nintendo,0.32,JP
5635,FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,0.0,JP
5637,Rally Cross,PS,1997,Racing,Sony Computer Entertainment,0.0,JP
5638,My Horse & Me,Wii,2007,Sports,Atari,0.0,JP
5639,Frogger's Adventures: The Rescue,PS2,2003,Platform,Konami Digital Entertainment,0.0,JP
5640,Extreme Pinball,PS,1995,Misc,Electronic Arts,0.0,JP
5641,Shaun White Snowboarding,PSP,2008,Sports,Ubisoft,0.0,JP
5642,Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,0.0,JP
5643,Gold's Gym: Cardio Workout (Others sales),Wii,2008,Sports,Ubisoft,0.0,JP
5646,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,Konami Digital Entertainment,0.3,JP
5648,Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,Ubisoft,0.0,JP
5649,Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,Electronic Arts,0.0,JP
5650,SpongeBob SquarePants: Double Pack,GBA,2005,Platform,THQ,0.0,JP
5652,Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,0.0,JP
5653,Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,0.0,JP
5661,Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.02,JP
5662,Manhunt 2,PSP,2007,Action,Take-Two Interactive,0.0,JP
5663,NBA 2K3,XB,2002,Sports,Sega,0.0,JP
5664,Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.0,JP
5665,Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,Square Enix,0.32,JP
5667,From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,Namco Bandai Games,0.32,JP
5668,Sega Smash Pack,GBA,2002,Misc,Atari,0.0,JP
5673,NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,0.0,JP
5674,Madden NFL 2002,GBA,2001,Sports,Electronic Arts,0.0,JP
5675,UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,Electronic Arts,0.0,JP
5677,Littlest Pet Shop: City Friends,DS,2009,Simulation,Electronic Arts,0.0,JP
5680,Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision,0.0,JP
5682,Power Rangers: Time Force,PS,2001,Action,THQ,0.0,JP
5684,Shrek the Third,PSP,2007,Action,Activision,0.0,JP
5687,"Monsters, Inc.",PS2,2002,Adventure,Sony Computer Entertainment,0.0,JP
5688,DJ Hero,PS2,2009,Misc,Activision,0.0,JP
5689,WipEout Pulse,PSP,2007,Racing,Sony Computer Entertainment,0.0,JP
5690,Quiz Magic Academy DS,DS,2008,Misc,Konami Digital Entertainment,0.32,JP
5691,Just Dance 2016,XOne,2015,Misc,Ubisoft,0.0,JP
5692,Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom,0.08,JP
5694,Shenmue II,XB,2002,Adventure,Microsoft Game Studios,0.0,JP
5696,LEGO Marvel's Avengers,PS3,2016,Action,Warner Bros. Interactive Entertainment,0.0,JP
5697,Virtua Striker 2,DC,1999,Sports,Sega,0.32,JP
5698,Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.0,JP
5699,Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,0.0,JP
5700,Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,0.0,JP
5702,ExerBeat,Wii,2010,Sports,Namco Bandai Games,0.0,JP
5703,WarCraft II: The Dark Saga,PS,1997,Strategy,Electronic Arts,0.0,JP
5704,MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0.31,JP
5706,Sesame Street: Cookie's Counting Carnival,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.0,JP
5707,NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.0,JP
5708,Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,0.0,JP
5709,Phineas and Ferb Ride Again,DS,2010,Action,Disney Interactive Studios,0.0,JP
5710,Jikkyou Powerful Pro Yakyuu 14,PS2,2007,Sports,Konami Digital Entertainment,0.31,JP
5711,Contra 4,DS,2007,Shooter,Konami Digital Entertainment,0.01,JP
5712,Madden NFL 2004,GBA,2003,Sports,Electronic Arts,0.0,JP
5714,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995,Platform,Konami Digital Entertainment,0.31,JP
5715,Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,0.06,JP
5716,Mario Golf,GB,1999,Action,Nintendo,0.31,JP
5717,Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008,Sports,Konami Digital Entertainment,0.31,JP
5719,The Incredible Hulk,Wii,2008,Action,Sega,0.0,JP
5720,Namco Museum: Virtual Arcade,X360,2008,Misc,Atari,0.01,JP
5721,NBA Inside Drive 2003,XB,2002,Sports,Microsoft Game Studios,0.0,JP
